occurenceId	sourceTaxonName	targetTaxonName	interactionTypeName	interactionTypeId	Season	Start Month	Start Date	2014	End Month	End Date	End Year	Country	localityName	synchronous_YN	contact_YN	roostCat1	ENVO_cat1	roostCat2	ENVO_cat2	roostCat3	ENVO_cat3	InteractionText	roostUsageType	InteractionReferencePage	Basis of record	RecordReference	FrequencyofOccurances	Tags	Habitat	referenceFileName	referenceDOI	referenceURL	referenceCitation	contributors
Brosset1966a-a374	Scotophilus	Borassus palms	roost in										Asia and Africa			tree	ENVO_01001057	standing tree		leaf;plant structure		BIOLOGY [21, 25, 100, 277]: S. haethi Horsfield, S. temmincki Horsfield,S. nigrita Schreber.We find in biology the unity characterizing the morphology of thisgroup, represented by many individuals in Asia and Africa.The lower, dead and drooping part of the foliage of Borassus palmseverywhere constitutes the preferential roost of Scotophilus. They also occupy thetree holes, roofs and even underground cavities, manifesting everywherea marked propensity for synanthropy.		188	Literature Observation	21, 25, 100, 277				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a375	Scotophilus		roost in										Asia and Africa			tree	ENVO_01001057	standing tree		cavity in standing tree		BIOLOGY [21, 25, 100, 277]: S. haethi Horsfield, S. temmincki Horsfield,S. nigrita Schreber.We find in biology the unity characterizing the morphology of thisgroup, represented by many individuals in Asia and Africa.The lower, dead and drooping part of the foliage of Borassus palmseverywhere constitutes the preferential roost of Scotophilus. They also occupy thetree holes, roofs and even underground cavities, manifesting everywherea marked propensity for synanthropy.		188	Literature Observation	21, 25, 100, 277				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a376	Scotophilus		roost in										Asia and Africa			anthropogenic	ENVO_00000070	domestic building 	ENVO_00000073	in roof	ENVO_01000472	BIOLOGY [21, 25, 100, 277]: S. haethi Horsfield, S. temmincki Horsfield,S. nigrita Schreber.We find in biology the unity characterizing the morphology of thisgroup, represented by many individuals in Asia and Africa.The lower, dead and drooping part of the foliage of Borassus palmseverywhere constitutes the preferential roost of Scotophilus. They also occupy thetree holes, roofs and even underground cavities, manifesting everywherea marked propensity for synanthropy.		188	Literature Observation	21, 25, 100, 277				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a377	Scotophilus		roost in										Asia and Africa			cave	ENVO_00000067					BIOLOGY [21, 25, 100, 277]: S. haethi Horsfield, S. temmincki Horsfield,S. nigrita Schreber.We find in biology the unity characterizing the morphology of thisgroup, represented by many individuals in Asia and Africa.The lower, dead and drooping part of the foliage of Borassus palmseverywhere constitutes the preferential roost of Scotophilus. They also occupy thetree holes, roofs and even underground cavities, manifesting everywherea marked propensity for synanthropy.		188	Literature Observation	21, 25, 100, 277				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a378	Rhogessa		roost in													anthropogenic	ENVO_00000070	domestic building 	ENVO_00000073	in roof	ENVO_01000472	Genus Rhogessa Allen, inch Baeodon Miller. Reviewed by Goodwin (1958).Three species from tropical America.BIOLOGY [30, 271]: little known.These very small Chiroptera would form quite numerous colonies inthe roofs of the houses, the hollow trees.		188-189	Literature Observation	30, 271				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a379	Rhogessa		roost in													tree	ENVO_01001057	standing tree		cavity in standing tree		Genus Rhogessa Allen, inch Baeodon Miller. Reviewed by Goodwin (1958).Three species from tropical America.BIOLOGY [30, 271]: little known.These very small Chiroptera would form quite numerous colonies inthe roofs of the houses, the hollow trees.		188-189	Literature Observation	30, 271				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a380	Otonycteris		roost in										desert areas of northern Africa and West Asia			rock shelter	ENVO_00000481					Genus Otonycteris Peters. A species from the desert areas of northernAfrica and West Asia.BIOLOGY: very little known. Heim de Balsac thinks that Otonycteris would liverock faults and caves (viva voce).		189		Heim de Balsac				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a381	Otonycteris		roost in													cave	ENVO_00000067					Genus Otonycteris Peters. A species from the desert areas of northernAfrica and West Asia.BIOLOGY: very little known. Heim de Balsac thinks that Otonycteris would liverock faults and caves (viva voce).		189		Heim de Balsac				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a382	Lasiurus 		roost in													foliage	ENVO_01001057					BIOLOGY [102, 142, 243]: L. borealis Muller, L. cinereus Beauvois,L. braehyotis J. A. Allen.The Lasiurus form a specialized group, whose biology is particularlyoriginal.They are outdoor species, even in northern regions. Theyspend the day in the foliage, or patches on the bark. Their coat frostgray and red, conceals them in the daytime lodging. All kinds of treeshardwoods can provide shelter to Lasiurus. The Galapagos species inhabit themangroves, and under the pallets of giant Opuntia. Rarely, subjectshave been observed in underground cavities.		189	Literature Observation	102, 142, 243				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a383	Lasiurus 		roost in													tree	ENVO_01001057	standing tree		leaf;plant structure		BIOLOGY [102, 142, 243]: L. borealis Muller, L. cinereus Beauvois,L. braehyotis J. A. Allen.The Lasiurus form a specialized group, whose biology is particularlyoriginal.They are outdoor species, even in northern regions. Theyspend the day in the foliage, or patches on the bark. Their coat frostgray and red, conceals them in the daytime lodging. All kinds of treeshardwoods can provide shelter to Lasiurus. The Galapagos species inhabit themangroves, and under the pallets of giant Opuntia. Rarely, subjectshave been observed in underground cavities.		189	Literature Observation	102, 142, 243				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a384	Lasiurus 	mangroves	roost in									Galapagos				tree	ENVO_01001057	standing tree				BIOLOGY [102, 142, 243]: L. borealis Muller, L. cinereus Beauvois,L. braehyotis J. A. Allen.The Lasiurus form a specialized group, whose biology is particularlyoriginal.They are outdoor species, even in northern regions. Theyspend the day in the foliage, or patches on the bark. Their coat frostgray and red, conceals them in the daytime lodging. All kinds of treeshardwoods can provide shelter to Lasiurus. The Galapagos species inhabit themangroves, and under the pallets of giant Opuntia. Rarely, subjectshave been observed in underground cavities.		189	Literature Observation	102, 142, 243				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a385	Lasiurus 	Opuntia	roost in													tree	ENVO_01001057	standing tree				BIOLOGY [102, 142, 243]: L. borealis Muller, L. cinereus Beauvois,L. braehyotis J. A. Allen.The Lasiurus form a specialized group, whose biology is particularlyoriginal.They are outdoor species, even in northern regions. Theyspend the day in the foliage, or patches on the bark. Their coat frostgray and red, conceals them in the daytime lodging. All kinds of treeshardwoods can provide shelter to Lasiurus. The Galapagos species inhabit themangroves, and under the pallets of giant Opuntia. Rarely, subjectshave been observed in underground cavities.		189	Literature Observation	102, 142, 243				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a386	Lasiurus 		roost in													cave	ENVO_00000067					BIOLOGY [102, 142, 243]: L. borealis Muller, L. cinereus Beauvois,L. braehyotis J. A. Allen.The Lasiurus form a specialized group, whose biology is particularlyoriginal.They are outdoor species, even in northern regions. Theyspend the day in the foliage, or patches on the bark. Their coat frostgray and red, conceals them in the daytime lodging. All kinds of treeshardwoods can provide shelter to Lasiurus. The Galapagos species inhabit themangroves, and under the pallets of giant Opuntia. Rarely, subjectshave been observed in underground cavities.		189	Literature Observation	102, 142, 243				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a387	Mystacina		roost in									New Zealand				tree	ENVO_01001057	standing tree		cavity in standing tree		Little is known about the biology of Mystacina. It would be a C hiroptereforester who retires during the day in small companies in the holesof trees. He shows no propensity to adapt to constructions anddiscovered areas, and the decline of the forest in New Zealand would have seriouslydecreases the area of ​​distribution and the numbers of the species.	day roost	190	Literature Observation	205, 206				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a388	Myopterus 		roost in										tropical Africa			anthropogenic	ENVO_00000070	domestic building 	ENVO_00000073	in roof	ENVO_01000472	Genus Myopterus Oken. A species from tropical Africa.BIOLOGY [21-617]. Little known. The species was captured under a roof andin a hollow tree.		191	Literature Observation	21-617				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a389	Myopterus 		roost in													tree	ENVO_01001057	standing tree		cavity in standing tree		Genus Myopterus Oken. A species from tropical Africa.BIOLOGY [21-617]. Little known. The species was captured under a roof andin a hollow tree.		191	Literature Observation	21-617				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a390	Molossops greenhalli 		roost in									Trinidad				tree	ENVO_01001057	standing tree		cavity in standing tree		Genus Molossops Gill, inch Cynomops Thomas. Seven species of Amenquetropical.BIOLOGY [217]. Mr. greenhalli Goodwin.The species greenhalli has been observed in Trinidad, in colonies of 50 to 75 individuals.in tree holes.		191	Literature Observation	217				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a391	Cheiromeles	Sarawak	roost in									Indonesia	Sunda Islands			tree	ENVO_01001057	standing tree		cavity in standing tree		Genus Cheiromeles Horsfield. Two species from the Sunda Islands.BIOLOGY [425-426,491]: M. torquatus Horsfield (fig. 75), M. parvidens Millerand Hollister.Cheiromeles are remarkable for their large size, lack of peeling, and the possession of lateral membranous pockets in which theseChiroptera fold their wings. According to Kitchener, the day shelter would be intree holes, but Lord Medway observed the species in aSarawak. The colony, 18 to 20,000 individuals strong, gathered in swarmscompact. The behavior is noisy. These large Chiroptera hunt irregularly,and do not leave their lodge every night. Despite their badsmell, they are eaten by the Dayak people.	day roost	191	Literature Observation	425-426,491, Lord Medway				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a392	Tadarida		roost in													cave	ENVO_00000067					The ecology is lithophilic and phytophilic, with subsequent adaptation tohuman environments: roofs, frames, etc. The Molossians are essentiallycontact Chiroptera that search for narrow faults, interstices ofstones, thin cracks in the branches and trunks, just leaving the animalthe place where to slip between the two walls. On the vaults of the caves, theypile up in tight swarms, satisfying their "chasmotropism" by contactmutual. In general the Molossians take off with difficulty from the ground; toodo they seek day lodgings whose openings overlook the void. Howeverseveral species roost under the slabs and rocks which accumulate in the bedrivers, at ground level or water. There are also manyMolossi in the dry drooping leaves of the crown of palm trees.		193	Literature Observation	171, 211, 457, 695, etc.				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a393	Tadarida		roost in													anthropogenic	ENVO_00000070	domestic building 	ENVO_00000073	in roof	ENVO_01000472	The ecology is lithophilic and phytophilic, with subsequent adaptation tohuman environments: roofs, frames, etc. The Molossians are essentiallycontact Chiroptera that search for narrow faults, interstices ofstones, thin cracks in the branches and trunks, just leaving the animalthe place where to slip between the two walls. On the vaults of the caves, theypile up in tight swarms, satisfying their "chasmotropism" by contactmutual. In general the Molossians take off with difficulty from the ground; toodo they seek day lodgings whose openings overlook the void. Howeverseveral species roost under the slabs and rocks which accumulate in the bedrivers, at ground level or water. There are also manyMolossi in the dry drooping leaves of the crown of palm trees.		193	Literature Observation	171, 211, 457, 695, etc.				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a394	Tadarida		roost in													anthropogenic	ENVO_00000070	domestic building 	ENVO_00000073	attic	ENVO_01000426	The ecology is lithophilic and phytophilic, with subsequent adaptation tohuman environments: roofs, frames, etc. The Molossians are essentiallycontact Chiroptera that search for narrow faults, interstices ofstones, thin cracks in the branches and trunks, just leaving the animalthe place where to slip between the two walls. On the vaults of the caves, theypile up in tight swarms, satisfying their "chasmotropism" by contactmutual. In general the Molossians take off with difficulty from the ground; toodo they seek day lodgings whose openings overlook the void. Howeverseveral species roost under the slabs and rocks which accumulate in the bedrivers, at ground level or water. There are also manyMolossi in the dry drooping leaves of the crown of palm trees.		193	Literature Observation	171, 211, 457, 695, etc.				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a395	Tadarida		roost in													rock shelter	ENVO_00000481					The ecology is lithophilic and phytophilic, with subsequent adaptation tohuman environments: roofs, frames, etc. The Molossians are essentiallycontact Chiroptera that search for narrow faults, interstices ofstones, thin cracks in the branches and trunks, just leaving the animalthe place where to slip between the two walls. On the vaults of the caves, theypile up in tight swarms, satisfying their "chasmotropism" by contactmutual. In general the Molossians take off with difficulty from the ground; toodo they seek day lodgings whose openings overlook the void. Howeverseveral species roost under the slabs and rocks which accumulate in the bedrivers, at ground level or water. There are also manyMolossi in the dry drooping leaves of the crown of palm trees.		193	Literature Observation	171, 211, 457, 695, etc.				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a396	Tadarida	palm	roost in													tree	ENVO_01001057	standing tree		leaf;plant structure		The ecology is lithophilic and phytophilic, with subsequent adaptation tohuman environments: roofs, frames, etc. The Molossians are essentiallycontact Chiroptera that search for narrow faults, interstices ofstones, thin cracks in the branches and trunks, just leaving the animalthe place where to slip between the two walls. On the vaults of the caves, theypile up in tight swarms, satisfying their "chasmotropism" by contactmutual. In general the Molossians take off with difficulty from the ground; toodo they seek day lodgings whose openings overlook the void. Howeverseveral species roost under the slabs and rocks which accumulate in the bedrivers, at ground level or water. There are also manyMolossi in the dry drooping leaves of the crown of palm trees.		193	Literature Observation	171, 211, 457, 695, etc.				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a397	Tadarida plicata		roost in										Asia			cave	ENVO_00000067					Tadarida plicata form in the caves of southern Asia huge gatherings.		193	Literature Observation					Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a398	Tadarida brasiliensis		roost in									United States	Texas			cave	ENVO_00000067					Females of Tadarida brasiliensis are monocestrial.They arrive already fertilized in the caves of Texas in the spring, and theregive birth to a young per year.	maternity	193	Literature Observation	171, 211, 457, 695, etc.				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a399	Otomops		roost in													cave	ENVO_00000067					Genus Otomops Thomas. Homogeneous genus reviewed by J. Dorst (1953). Sevenspecies of the tropics of the Old World.BIOLOGY [100, 199, 567, 695]: O. wroughtoni Thomas, O. martiensisMatschie.Otomops have a very wide distribution, but they are partoi of Chiropterarare, each species being known only by a few spec; ens.Ecology is sometimes troglophile, sometimes phytophilic. The Otomops are introducedin deep cracks in vaults or branches, dan; the holeshollowed out by Birds.		194	Literature Observation	100, 199, 567, 695				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a400	Otomops		roost in													tree	ENVO_01001057	standing tree		leaf;plant structure		Genus Otomops Thomas. Homogeneous genus reviewed by J. Dorst (1953). Sevenspecies of the tropics of the Old World.BIOLOGY [100, 199, 567, 695]: O. wroughtoni Thomas, O. martiensisMatschie.Otomops have a very wide distribution, but they are partoi of Chiropterarare, each species being known only by a few spec; ens.Ecology is sometimes troglophile, sometimes phytophilic. The Otomops are introducedin deep cracks in vaults or branches, dan; the holeshollowed out by Birds.		194	Literature Observation	100, 199, 567, 695				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a401	Otomops		roost in													nest	ENVO_00005803	animal burrow or hole	ENVO_01000429			Genus Otomops Thomas. Homogeneous genus reviewed by J. Dorst (1953). Sevenspecies of the tropics of the Old World.BIOLOGY [100, 199, 567, 695]: O. wroughtoni Thomas, O. martiensisMatschie.Otomops have a very wide distribution, but they are partoi of Chiropterarare, each species being known only by a few spec; ens.Ecology is sometimes troglophile, sometimes phytophilic. The Otomops are introducedin deep cracks in vaults or branches, dan; the holeshollowed out by Birds.		194	Literature Observation	100, 199, 567, 695				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a402	Molossus		roost in										tropical America			anthropogenic	ENVO_00000070	domestic building 	ENVO_00000073			Genus Molossus Geoffroy. About ten species from tropical America.BIOLOGY [25, 104, 160, 237, 271]: M. ater Geoffroy, M. daulensisJ. A. Allen, M. major Kerr.Molossus are extremely abundant locally, forming numerouscolonies in built-up areas, where they roost under roofs and infloors. They are also observed under bark, in tree holes.and under the palm leaves.		194	Literature Observation	25, 104, 160, 237, 271				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a403	Molossus		roost in										tropical America			tree	ENVO_01001057	standing tree		under bark on standing tree		Genus Molossus Geoffroy. About ten species from tropical America.BIOLOGY [25, 104, 160, 237, 271]: M. ater Geoffroy, M. daulensisJ. A. Allen, M. major Kerr.Molossus are extremely abundant locally, forming numerouscolonies in built-up areas, where they roost under roofs and infloors. They are also observed under bark, in tree holes.and under the palm leaves.		194	Literature Observation	25, 104, 160, 237, 271				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a404	Molossus		roost in										tropical America			tree	ENVO_01001057	standing tree		cavity in standing tree		Genus Molossus Geoffroy. About ten species from tropical America.BIOLOGY [25, 104, 160, 237, 271]: M. ater Geoffroy, M. daulensisJ. A. Allen, M. major Kerr.Molossus are extremely abundant locally, forming numerouscolonies in built-up areas, where they roost under roofs and infloors. They are also observed under bark, in tree holes.and under the palm leaves.		194	Literature Observation	25, 104, 160, 237, 271				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a405	Molossus	palm	roost in										tropical America			tree	ENVO_01001057	standing tree		leaf;plant structure		Genus Molossus Geoffroy. About ten species from tropical America.BIOLOGY [25, 104, 160, 237, 271]: M. ater Geoffroy, M. daulensisJ. A. Allen, M. major Kerr.Molossus are extremely abundant locally, forming numerouscolonies in built-up areas, where they roost under roofs and infloors. They are also observed under bark, in tree holes.and under the palm leaves.		194	Literature Observation	25, 104, 160, 237, 271				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a406	Eumops		roost in										from the southern United States to Argentina			rock shelter	ENVO_00000481	cliff	ENVO_00000087			Genus Eumops Miller. Eleven species, from the southern United States to Argentina.BIOLOGY [393, 394, 442]: E. perotis Schinz, E. abrasus Temminck.It does not appear to be any different from that of the other Molossids. Daytime giteis found in cracks in cliffs or trees and frequently inconstructions in Eumops perotis. I captured Eumops abrasus underraised bark.	day roost	195	Literature Observation	393, 394, 442				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a407	Eumops		roost in										from the southern United States to Argentina			tree	ENVO_01001057	standing tree				Genus Eumops Miller. Eleven species, from the southern United States to Argentina.BIOLOGY [393, 394, 442]: E. perotis Schinz, E. abrasus Temminck.It does not appear to be any different from that of the other Molossids. Daytime giteis found in cracks in cliffs or trees and frequently inconstructions in Eumops perotis. I captured Eumops abrasus underraised bark.	day roost	195	Literature Observation	393, 394, 442				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a408	Eumops abrasus		roost in													tree	ENVO_01001057	standing tree		under bark on standing tree		Genus Eumops Miller. Eleven species, from the southern United States to Argentina.BIOLOGY [393, 394, 442]: E. perotis Schinz, E. abrasus Temminck.It does not appear to be any different from that of the other Molossids. Daytime giteis found in cracks in cliffs or trees and frequently inconstructions in Eumops perotis. I captured Eumops abrasus underraised bark.		196	Author Observation					Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a409	Promops	palm	roost in										tropical America			tree	ENVO_01001057	standing tree		leaf;plant structure		Genus Promops Gervais. Four species from tropical America.BIOLOGY [104, 271]. Little known. P. centralis Thomas was observedlying under palm fronds, and I captured the rare Promops davisoniThomas in Ecuador under raised bark, at the top of a tree.		196	Literature Observation	104, 271				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-a410	Promops davisoni		roost in									Ecuador				tree	ENVO_01001057	standing tree		under bark on standing tree		Genus Promops Gervais. Four species from tropical America.BIOLOGY [104, 271]. Little known. P. centralis Thomas was observedlying under palm fronds, and I captured the rare Promops davisoniThomas in Ecuador under raised bark, at the top of a tree.		196	Author Observation					Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-b1	Rhinolophus ferrumequinum?	Myotis emarginatus	co-roosts with 									France	Nantes									The great European Horseshoe Bat, with its ecological associate Myotis emarginatus,also successively uses the different floors of the old castlesto the best of its metabolic comfort. Beaucournu gives an example with thecolony that he studied in the castle of the due de Nantes, and I made observationsvery similar in the castle colony of Glenay (Deux-Sevres).When Rhinolophs and Vespertilions arrive in April, they are localized in thecold cellars, where they hibernate during the day. Then when the femalesbecome pregnant, they reach the upper floor of the castle which benefitsof greater heat. This is where the birth takes place in June. 	hibernaculum	30		Beaucournu 				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-b2	Rhinolophus ferrumequinum?		co-roosts with 																			The constancy of the associations of the great Horseshoe Bat with theHorseshoe Bat and with the echancre Vespertilion, that of the Vespernlion ofCapaccini with the Minioptera, that of Rhinolophus rouxi and Rhmolophuslepidus in India, respond, to a certain extent, to an identity of theecological		115						Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-b3	Myotis capaccinii	Miniopteres	co-roosts with 										Europe									Associations of different species of Myotis are very frequent. In Europe, weeven observes constant groupings with different genera. Thereby,Myotis capaccinii Bonaparte slips under the swarms of Miniopteres, and Myotisemarginatus (Geoffroy) regularly parasitizes the colonies of the Greater Horseshoe Bat.		179	Literature Observation	21, 95, 214, 218, 431, 591, 715, etc.				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-b4	Myotis emarginatus	Greater Horseshoe Bat	co-roosts with 										Europe									Associations of different species of Myotis are very frequent. In Europe, weeven observes constant groupings with different genera. Thereby,Myotis capaccinii Bonaparte slips under the swarms of Miniopteres, and Myotisemarginatus (Geoffroy) regularly parasitizes the colonies of the Greater Horseshoe Bat.		179	Literature Observation	21, 95, 214, 218, 431, 591, 715, etc.				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-b5	Hipposideros	Roussetus	co-roosts with 																			Interspical associations are the general rule, especially withthe Roussetus. It is usual to find in the same cavity severalspecies of Hipposideros.		149						Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-b6	Rhinolophus ferrumequinum	Rhinolophus euryale	co-roosts with 									France										So in France, we find Rhinolophus ferrumequinum associated with Rhinolophus euryale andMyotis emarginatus. 		153	Literature Observation	vague/various				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-b7	Rhinolophus ferrumequinum	Myotis emarginatus	co-roosts with 									France										So in France, we find Rhinolophus ferrumequinum associated with Rhinolophus euryale andMyotis emarginatus. 		153	Literature Observation	vague/various				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-b8	Rhinolophus euryale	Myotis emarginatus	co-roosts with 									France										So in France, we find Rhinolophus ferrumequinum associated with Rhinolophus euryale andMyotis emarginatus. 		153	Literature Observation	vague/various				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-b9	Rhinolophus rouxi	Rhinolophus lepidus 	co-roosts with 									India										In India Rhinolophus rouxi and lepidus form colonies mixed.		153	Literature Observation	vague/various				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-b10	Mimon cozumelae	Phyllostomus discolor	co-roosts with 											not specified	not specified							Mimon cozumelae forms associations with Phyllostomus discolor.		158	Literature Observation	162, 271, 725				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-b11	Vampyrum spectrum	Desmodus	co-roosts with 																			BIOLOGY [120, 192, 271].Vampyrum spectrum is the largest of the Microchiroptera. It's arather rare species, which inhabits tree holes, especially largeCeiba from the forest areas. He is not very sociable, and forms colonies ofa few individuals, males and females together, who sometimes share their roostwith Desmodus.		160	Literature Observation	120, 192, 271				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-b12	Diaemus yougi 	Desmodus	co-roosts with 											not specified	not specified							Genus Diaemus Miller. A D. yougi Jentink species from tropical America.BIOLOGY [271].Little different from that of the preceding species. Lives in hollow treesand caves, sometimes in association with Desmodus. Form colonies ormeet young people of various ages with adults of both sexes, breedersor not. Reproduction is not synchronous in individuals of asame population.The species seems clearly specialized from the food point of view byrelation to the Desmodus; it is the birds that she would immediately attack.		168	Literature Observation	271				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o1	Toniata minuta	Forpus passerinus	cohabitate with									France	Trinite									At Trinite, Toniata minuta inhabits the nests of the Termite Microcerotermesarboreus. He would share this cottage with the little Parrot Forpus passerinus whoestablishes its brood [271].		27						Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o2	 Nycteris thebaica	Scorpions	prey on									Tanzania	Tanganika									In Tanganika, Felten showed that Nycteristhebaica can feed on Scorpions [25, 88, 236, 540].		44	Literature Observation	Felten 25, 88, 236, 540				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o3	Eidolons	palm tree	eats									Africa										Eidolons come to drink the juice ofpalm tree that Africans collect to make palm wine, andsubjects have been observed chewing young tree shoots, probably forabsorb the sweat [287, 387].		44	Literature Observation	287, 387		nectar		Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o4	Eptesicus serotinus?	Beetle	prey on																			If the insect is relatively small, it is entirelycrushed; we can clearly hear the noise made by a Serotine chewing aBeetle.		51						Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
